title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
TESOL Australia | Certficates_ Diplomas & Certification ...,https://tesolau.com/,TESOL Australia Certficates  Diplomas & Certification Courses Online - Teaching English to Speakers of Other Languages (TESOL) in Australia or Overseas.,tesolau,"['Level  2 /17 Orchid Avenue Surfers Paradise 4217 QLD Australia', 'https://tesolau.com/']","['enquiries@esa.edu.au', 'https://www.crunchbase.com/organization/education-services-australia']","['+61738064802', 'https://tesolau.com/']","['teach english', 'teach english online hire', 'esl teaching jobs', 'online esl schools', 'english teachers', 'public school teaching jobs', 'tesol teaching work', 'online tesol teachers', 'esl schools', 'esl teaching']",None,"[['E-LearningEducationNon Profit'], 'https://www.crunchbase.com/organization/education-services-australia']","['Mar 1, 2010', 'https://www.crunchbase.com/organization/education-services-australia']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/education-services-australia']",None,"['Private', 'https://www.crunchbase.com/organization/education-services-australia']",0.25,0.25,0.0,0.0,0.125
ACCCO: Child Care Courses | Online Childcare Courses ...,https://www.accco.com.au/,ACCCO child care training delivers courses in Early Childhood Education & Care  Education Support  School Aged Education & Care and First Aid. Take the next step in your career. Online and campus options available Australia Wide.,accco,"['161 BRUNSWICK STREET FORTITUDE VALLEY, QUEENSLAND, 4006 Australia', 'https://www.dnb.com/business-directory/company-profiles.australian_child_care_career_options_(accco)_pty_ltd.7b85f51022c3d4dfe30c16b7d349d856.html']","['student-finance@accco.com.au', 'https://www.accco.com.au/enrolment/']","['+617 3257 1972', 'https://www.accco.com.au/study-options/class/brisbane-campus/']","['accco student', 'many accco students', 'accco student sharnie', 'student fees', 'eligible students', 'high school students', 'training qualifications', 'australian students', 'vet student', 'student requirements']","[['NARELLE COSSETTINI', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.australian_child_care_career_options_(accco)_pty_ltd.7b85f51022c3d4dfe30c16b7d349d856.html']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,"['$1.76 million USD', 'https://www.dnb.com/business-directory/company-profiles.australian_child_care_career_options_(accco)_pty_ltd.7b85f51022c3d4dfe30c16b7d349d856.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.australian_child_care_career_options_(accco)_pty_ltd.7b85f51022c3d4dfe30c16b7d349d856.html']",0.75,0.25,0.75,0.0,0.4375
Educa: Learning Story Software & Child ePortfolios,https://www.geteduca.com/,Document beautiful learning stories to engage families and build child portoflios. Our platform supports teachers in programming and professional growth.,geteduca,"['Level  2 276 Lambton Quay, Te Aro Wellington 6011 New Zealand', 'https://www.geteduca.com/terms-and-conditions/privacy/']","['info@geteduca.com', 'https://www.crunchbase.com/organization/educa']","['+64 27 4485 525', 'https://www.geteduca.com/partners/']","['educa parents', 'child information', 'educa learning stories', 'other children', 'teacher learning stories', 'child data', 'educa learning story software services', 'early learning education', 'many children', 'child development']","['Nathan Li', 'founder(s)', 'https://www.crunchbase.com/organization/educa']","[['EducationSaaS'], 'https://www.crunchbase.com/organization/educa']","['Oct 6, 2010', 'https://www.crunchbase.com/organization/educa']","['$1.50 million USD', 'https://www.dnb.com/business-directory/company-profiles.educa_limited.9ccc54a148e632618bdf4b4daa6a4cd0.html']",None,"[' Wellington, Wellington, New Zealand', 'https://www.crunchbase.com/organization/educa']",None,"['Private', 'https://www.crunchbase.com/organization/educa']",1.0,0.25,0.0,0.0,0.3125
Official IELTS Australia | English Test For Migration_ Study ...,https://ielts.com.au/,Official website for IELTS Australia. Discover exam resources  practice materials  test centre locations  results and more. IELTS success begins here.,ielts,"['L 8 535 Bourke St Melbourne, VICTORIA, 3000 Australia', 'https://www.dnb.com/business-directory/company-profiles.ielts_australia_pty_limited.f6cec9e701c5cf6354074c1e356a2855.html']","['support@ieltstutorials.online', 'https://www.crunchbase.com/organization/ielts-tutorials']","['+61 7 3020 6188', 'https://ielts.com.au/find-test-centre/?state=&test-format=computer-delivered']","['ielts assist ielts', 'ielts ielts band', 'ielts tests', 'ielts free preparation ielts', 'ielts test takers', 'ielts test results', 'ielts test centres', 'ielts speaking test', 'ielts test practice', 'multiple ielts tests']","[['WARWICK PETER FREELAND', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.ielts_australia_pty_limited.f6cec9e701c5cf6354074c1e356a2855.html']","[['Education'], 'https://www.crunchbase.com/organization/ielts-tutorials']","['18 May 2007', 'https://opencorporates.com/companies/au/124775837']","['$384.24 million USD', 'https://www.dnb.com/business-directory/company-profiles.ielts_australia_pty_limited.f6cec9e701c5cf6354074c1e356a2855.html']",None,"['Australia', 'https://opencorporates.com/companies/au/124775837']",None,"['Private', 'https://www.crunchbase.com/organization/ielts-tutorials']",0.75,0.25,0.0,0.0,0.25
LiteracyPlanet: Comprehensive Literacy Education Program,https://www.literacyplanet.com/,Engaging and interactive online English literacy education program for young learners of all ages. Thousands of exercises to cover all literacy skill areas.,literacyplanet,"['1300 565 696  3/23 Main St  VARSITY LAKES QUEENSLAND 4227 AUSTRALIA', 'https://www.literacyplanet.com/uk/about/contact/']","['info@literacyplanet.com', 'https://www.crunchbase.com/organization/literacyplanet']","['1300 565 696', ['LiteracyPlanet, phone', 'knowledge_panel']]","['literacyplanet students', 'literacyplanet engage students', 'student literacy skills', 'high school students', 'student literacy learning outcomes', 'student learning', 'primary school students', 'literacyplanet schools', 'students parents', 'student data']","['Shane Davis', 'founder(s)', 'https://www.crunchbase.com/organization/literacyplanet']","[['E-LearningEducationKnowledge Management'], 'https://www.crunchbase.com/organization/literacyplanet']","['2007', 'https://www.crunchbase.com/organization/literacyplanet']","['$2.45 million USD', 'https://www.dnb.com/business-directory/company-profiles.intrepica_pty_ltd.82f555e393ceeec9.html']",None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/literacyplanet']",None,"['Private', 'https://www.crunchbase.com/organization/literacyplanet']",1.0,0.25,0.375,0.0,0.40625
SPEVI: Home,https://www.spevi.net/,"SPEVI News Download your free JSPEVI Journal  Issue 2020! The latest edition of the Journal of the South Pacific Educators in Vision Impairment (JSPEVI) is now provided in an open-access online format! This is the 13th edition and the 20th anniversary of the first Journal which was published in 2000. For all of us  2020 ...continue reading ""Home""",spevi.net,"['155 GIRRAWEEN ROAD GIRRAWEEN, NEW SOUTH WALES, 2145 Australia', 'https://www.dnb.com/business-directory/company-profiles.australian_special_vehicles_pty_limited.de4ddd23c5160ee24d35f553fc1025fc.html']","['info@visionaustralia.org', 'https://www.crunchbase.com/organization/vision-australia']","['1800 464 800', 'https://www.spevi.net/blogs-forums-and-information-sharing-websites/']","['spevi news spevi journal', 'constitution spevi australia constitution spevi', 'vision impairment spevi australia constitution', 'vision impaired students spevi', 'spevi vi', 'gwen nagel constitution spevi australia constitution spevi new zealand', 'ndis spevi principles', 'spevi new zealand', 'spevi conference', 'conference spevi nz vision']","[['MARIA TRIPOLONE', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.australian_special_vehicles_pty_limited.de4ddd23c5160ee24d35f553fc1025fc.html']","[['Association'], 'https://www.crunchbase.com/organization/vision-australia']",None,"['$882,455 USD', 'https://www.dnb.com/business-directory/company-profiles.australian_special_vehicles_pty_limited.de4ddd23c5160ee24d35f553fc1025fc.html']",None,"[' Kooyong, Victoria, Australia', 'https://www.crunchbase.com/organization/vision-australia']",None,"['Private', 'https://www.crunchbase.com/organization/vision-australia']",0.0,0.25,0.0,0.0,0.0625
GEEBEE - University Finder,https://search.geebeeworld.com/,,search.geebeeworld,None,"['hello@beforepay.co', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['ielts ielts', 'ielts requirements', 'ielts options', 'civil engineering students options', 'ielts overall band', 'ielts post graduate diploma programs', 'ielts overall score', 'ielts program', 'be computer engineering students', 'ielts programs']","['Dean Mao', 'founder(s)', 'https://www.crunchbase.com/organization/cheq-40b6']","[['AppsConsumer LendingFinancial ServicesFinTechMicro LendingPersonal Finance'], 'https://www.crunchbase.com/organization/cheq-40b6']","['Jun 1, 2019', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['Private', 'https://www.crunchbase.com/organization/cheq-40b6']",0.0,0.0,0.0,0.0,0.0
Millpond Project Management Services and Training across ...,https://millpond.co.nz/,Millpond provide the full range of Project Management services  specialising in delivery  consulting and training for typically large  complex organisations based in New Zealand and Australia. Recently merged with Falcon Training  Millpond offer PMP  CAPM and PMI-ACP certification as well as other project management related training courses.,millpond,"['90 DURHAM ROAD GRESFORD, NEW SOUTH WALES, 2311 Australia', 'https://www.dnb.com/business-directory/company-profiles.mill_pond_wines_pty_ltd.a80c57bc26387475690679b91ac35178.html']","['info@millpond.co.nz', 'https://millpond.co.nz/']","['+64 (03) 366 4383', 'https://millpond.co.nz/']","['project management courses', 'project management conference project management using psoda', 'public project management training courses', 'project management training', 'project management', 'project management training delivery', 'psoda project management training capm', 'project management institute', 'project management professional', 'psoda project management training auckland']","[['Craig Nowlan ', 'Sales and Marketing Director_Millpond ...'], 'None']","[['NutritionOrganic FoodProduct Design'], 'https://www.crunchbase.com/organization/milo-australia']","['Jan 1, 1934', 'https://www.crunchbase.com/organization/milo-australia']","['$102,277 USD', 'https://www.dnb.com/business-directory/company-profiles.mill_pond_wines_pty_ltd.a80c57bc26387475690679b91ac35178.html']",None,"[' Rhodes, New South Wales, Australia', 'https://www.crunchbase.com/organization/milo-australia']",None,"['Private', 'https://www.crunchbase.com/organization/milo-australia']",0.0,0.25,0.25,0.0,0.125
Home - Professional Development - Education and Business,https://professional-development.com.au/,Michael Griffin is an educator  keynote speaker  author and pianist. Professional development services for education and business.,professional-development,"['7 Tern Place Hokowhitu Palmerston North, MANAWATU-WANGANUI, 4410 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.professional_development_limited.a520aca4d149796afa60925f7b46373e.html']","['helpdesk@seqta.com.au', 'https://www.crunchbase.com/organization/seqta']","['+61 (0) 420 481 844', 'https://professional-development.com.au/clients/']","['music students', 'general music students', 'music teachers', 'greater student achievement', 'student achievement', 'student progress', 'student feedback', 'many students', 'other students', 'music learning']","['Grant Grosser', 'founder(s)', 'https://www.crunchbase.com/organization/seqta']","[['E-LearningEdTechEducationSoftware'], 'https://www.crunchbase.com/organization/seqta']","['Mar 1, 2006', 'https://www.crunchbase.com/organization/seqta']","['$329,000 USD', 'https://www.dnb.com/business-directory/company-profiles.professional_development_limited.a520aca4d149796afa60925f7b46373e.html']",None,"[' Burwood East, Victoria, Australia', 'https://www.crunchbase.com/organization/seqta']",None,"['Private', 'https://www.crunchbase.com/organization/seqta']",0.0,0.25,0.0,0.0,0.0625
Education in New Zealand,https://www.kiwieducation.nz/,Education in New Zealand  a lot of different study programs  many positive reviews from the clients and best prices for study in New Zealand - Kiwi Education,kiwieducation.nz,"['1 -1, 22 Wigan Street Te Aro, Wellington 1326', 'https://www.kiwieducation.nz/']","['dennis@education.kiwi.nz', 'https://www.crunchbase.com/organization/kiwi-group-376f']","['+64220294713', 'https://www.kiwieducation.nz/brochure/']","['new zealand schools', 'new zealand education', 'immigration new zealand', 'new zealand auckland', 'new zealand institute', 'new zealand universities', 'new zealand diploma', 'new zealand kindergartens', 'new zealand families', 'new zealand companies']","['Dennis Vlasin', 'founder(s)', 'https://www.crunchbase.com/organization/kiwi-group-376f']","[['AdviceCollege RecruitingEdTechEducationMarketingMarketplace'], 'https://www.crunchbase.com/organization/kiwi-group-376f']","['May 23, 2013', 'https://www.crunchbase.com/organization/kiwi-group-376f']","['$1.19 million USD', 'https://www.dnb.com/business-directory/company-profiles.flying_kiwi_education_limited.8a6b28737b02560ae753a23afc5a6c3a.html']",None,"[' Auckland, Auckland, New Zealand', 'https://www.crunchbase.com/organization/kiwi-group-376f']",None,"['Private', 'https://www.crunchbase.com/organization/kiwi-group-376f']",0.25,0.25,0.0,0.0,0.125
Teaching in New Zealand_ Uk_ Wales_ UAE - Pre-Qualify Now,https://prosperoteaching.co.nz/,Get Ready For Teaching in New Zealand  Australia  UK  Asia  UAE. Supporting Schools with Great Teachers Since 2000 - Global Coverage  Local Identity._Get Ready For Teaching in New Zealand  Uk  Wales  UAE. Supporting Schools with Great Teachers Since 2000 - Global Coverage  Local Identity - Pre-Qualify Now.,prosperoteaching,"['Phibbs & Co. Limited, 8 Murdoch Road, Grey Lynn, Auckland1021NZ', 'https://opencorporates.com/companies/nz/5831390']","['ausnz@prosperoteaching.com', 'https://prosperoteaching.co.nz/teachers/']","['0800 128 769', 'https://prosperoteaching.co.nz/teachers/']","['emma special needs teacher primary teacher', 'nz teaching jobs maths teacher', 'nz teachers', 'uk prospero teaching', 'nz prospero teaching', 'teacher pay', 'prospero teaching uae', 'australian teachers', 'international teachers', 'experienced teachers']","[['John Gerard PHIBBS', ' director'], 'https://opencorporates.com/companies/nz/5831390']","['Education, Arts, entertainment and recreation', 'from_classification_model']","['23 October 2015', 'https://opencorporates.com/companies/nz/5831390']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/5831390']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/5831390']",0.0,0.25,0.0,0.0,0.0625
Tedxuq.com,https://tedxuq.com.au/,Tedxuq is a social business networking that tells how reliable someone  product or a company is  it has business and personal database to help evaluate people reputation and rate companies and products.,tedxuq,"['Level  6 , 5 High Street 1010 Auckland New Zealand', 'https://tedxuq.com.au/tags/contact/']","['jody@rowesmg.com.au', 'https://www.crunchbase.com/organization/rowesmg']","['+64 9-973 0190', 'https://tedxuq.com.au/tags/contact/']",None,"[['Steven Chan ', 'Senior Financial Analyst_Canstar'], 'from linkedin search google']","[['ConsultingEnergyInformation TechnologyRenewable Energy'], 'https://www.crunchbase.com/organization/rowesmg']","['2013', 'https://www.crunchbase.com/organization/rowesmg']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/rowesmg']",None,"['Private', 'https://www.crunchbase.com/organization/rowesmg']",0.25,0.25,0.0,0.0,0.125
Latest breaking news NZ | Stuff.co.nz | New Zealand,https://www.stuff.co.nz/,Breaking news and videos of today's latest news stories from around New Zealand  including up to date weather  World  sport  business  Entertainment  Technology Life and Style  Travel and motoring.,stuff,"['Level  7 Spark Central 42-52 Willis Street Wellington 6011 New Zealand', 'https://www.stuff.co.nz/about-stuff/94800421/contact-us']","['newstips@stuff.co.nz', 'https://www.crunchbase.com/organization/stuff']","['0800 339 000', 'https://www.stuff.co.nz/about-stuff/94800421/contact-us']","['new zealand women', 'new zealand', 'miss new zealand', 'new zealand america', 'team new zealand', 'new zealand government', 'new zealand experts', 'new zealand waters', 'miss world new zealand', 'other new vaccines']","[['Sinead Marie BOUCHER', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.stuff_limited.bffcc7d4c9ef8130f3dd586815fbd321.html']","[['NewsPublishing'], 'https://www.crunchbase.com/organization/stuff']","['2003', 'https://www.crunchbase.com/organization/stuff']","['$175.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.stuff_limited.bffcc7d4c9ef8130f3dd586815fbd321.html']",None,"[' Wellington, Wellington, New Zealand', 'https://www.crunchbase.com/organization/stuff']",None,"['Private', 'https://www.crunchbase.com/organization/stuff']",1.0,0.25,0.375,0.0,0.40625
