title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Google Services,https://services.google.com/,,services.google,None,"['help@itgenius.com', 'https://www.crunchbase.com/organization/itgenius']","['+61 288809888', 'https://www.crunchbase.com/organization/itgenius']",None,"['Peter Moriarty', 'founder(s)', 'https://www.crunchbase.com/organization/itgenius']","[['B2BConsultingHuman ResourcesInformation TechnologyRoboticsSoftware'], 'https://www.crunchbase.com/organization/itgenius']","['Jan 2008', 'https://www.crunchbase.com/organization/itgenius']",None,None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/itgenius']",None,"['Private', 'https://www.crunchbase.com/organization/itgenius']",0.0,0.0,0.0,0.0,0.0
Bloch Australia: Dance Shoes | Dancewear | Activewear,https://www.bloch.com.au/,Shop the Bloch online store for a full range of professional dance shoes  dancewear and activewear  along with dance inspired fashion shoes and accessories.,bloch,"['WYNNUM WEST4178QueenslandAustralia', 'https://opencorporates.com/companies/au/078962759']","['weborder@bloch.com.au', 'https://www.bloch.com.au/collections/ladies-shoes']","['+61 2 9699 0979', 'https://www.bloch.com.au/collections/ladies-shoes']","['j. bloch pty limited', 'comfort pointe shoe bloch', 'harmless j. bloch pty limited', 'j bloch pty limited', 'bloch', 'other websites', 'bloch online purchases', 'bloch international', 'shoes', 'stage shoe']","[['Hugh Bloch ', 'Managing Director_ Asia Pacific_Toluna'], 'from linkedin search google']","[['E-CommerceShoes'], 'https://www.crunchbase.com/organization/bloch-australia']","['18 June 1997', 'https://opencorporates.com/companies/au/078962759']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/bloch-australia']",None,"['Private', 'https://www.crunchbase.com/organization/bloch-australia']",0.0,0.25,0.0,0.0,0.0625
School Stream: School App for iPhone_ Android_ iPad mobile,https://www.schoolstream.com.au/,School App delivers your information  instantly and directly to parents and students on their mobile device. Easy to manage  quick to setup school app._School Stream is a mobile app designed to deliver school information  instantly and directly  to parents and students on their mobile devices.,schoolstream,"['Suite  4 , 17 Lawson Street, Byron Bay, NSW 2481 Australia', 'https://www.schoolstream.com.au/']","['enquiries@schoolstream.com.au', 'https://www.crunchbase.com/organization/school-stream']","['+614 889 4144', 'https://www.schoolstream.com.au/']","['school stream school stream', 'most school stream schools', 'schools school communication quiz school gardens', 'school administrators use school stream', 'school stream mobile apps', 'school stream can complement', 'school apps', 'school communication apps', 'school stream app', 'school communities']","['Leigh Rolfe', 'founder(s)', 'https://www.crunchbase.com/organization/school-stream']","[['Communications InfrastructureEducationMobile'], 'https://www.crunchbase.com/organization/school-stream']","['Sep 2013', 'https://www.crunchbase.com/organization/school-stream']",None,None,"[' Byron Bay, New South Wales, Australia', 'https://www.crunchbase.com/organization/school-stream']",None,"['Private', 'https://www.crunchbase.com/organization/school-stream']",0.25,0.25,0.0,0.0,0.125
Welcome to ISS - ISS Australia and New Zealand,https://www.au.issworld.com/,Welcome to ISS,au.issworld,"['98 Carlton Gore Road, Newmarket, Auckland1023NZ', 'https://opencorporates.com/companies/nz/70236']","['dpm@group.issworld.com', 'https://www.au.issworld.com/en-au/privacy-statement']","['+61 2 8644 9700', 'https://www.au.issworld.com/en-au/about/contact/global-presence']","['iss people', 'service provider iss', 'iss employees', 'iss teams', 'iss', 'iss group', 'iss career', 'customer service', 'iss australia', 'iss management trainee']","[['Ian Scanlon ', 'CFO_ISS'], 'None']","[['E-CommerceMarketplaceRetailShopping'], 'https://www.crunchbase.com/organization/mydeal-com-au']","['Mar 28, 2011', 'https://www.crunchbase.com/organization/mydeal-com-au']","['$543.89 million USD', 'https://www.dnb.com/business-directory/company-profiles.iss_facility_services_australia_limited.da4b3907991e29f1dd0130ffbe8c68a3.html']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/mydeal-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/mydeal-com-au']",0.375,0.25,0.25,0.0,0.21875
Bus News and Bus Reviews,https://www.busnews.com.au/,,busnews,"['3 Henschke St, Dry Creek, SA 5094 Australia', 'https://www.busnews.com.au/detail/mercedesbenz-differential-55635']","['james.phipps@aremedia.com.au', 'https://www.busnews.com.au/contact-us']","['+617 3085 2964', 'https://www.busnews.com.au/search/type-buses/subtype-buses/class-mini+coach']","['new bus used charter bus', 'pk6120ag bus automatic low floor bus', 'volvo buses', 'sale buses', 'electric buses', 'new bus', 'school bus', 'mini coach buses', 'other buses', 'coach buses']","[['Anita Jan VAN PETEGEM', ' director'], 'https://opencorporates.com/companies/nz/4576443']","[['Transportation'], 'https://www.crunchbase.com/organization/buslink']","['13 August 2013', 'https://opencorporates.com/companies/nz/4576443']",None,None,"[' Berrima, New South Wales, Australia', 'https://www.crunchbase.com/organization/buslink']",None,"['Private', 'https://www.crunchbase.com/organization/buslink']",0.25,0.25,0.0,0.0,0.125
Canon New Zealand,https://www.canon.co.nz/,Explore Canon New Zealand's range of products and services and check out our inspiring stories  events and tutorials._,canon,"['47 University Street, Carlton VIC 3053', 'https://www.canon.co.nz/support/service-centres']","['privacyofficer@canon.com.au', 'https://www.canon.co.nz/privacy-policy']","['0800 222 666', 'https://www.canon.co.nz/business/business-solutions']",None,"[['Skye Nicholls ', 'Canon Australia_LinkedIn'], 'from linkedin search google']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/canon-australia']","['25 February 2019', 'https://opencorporates.com/companies/au/631872896']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/canon-australia']",None,"['Private', 'https://www.crunchbase.com/organization/canon-australia']",0.25,0.25,0.0,0.0,0.125
Westfield Australia - Visit Our Centres or Browse Online,https://www.westfield.com.au/,Westfield is your one-stop destination for shopping  leisure and entertainment. Discover 1000s of popular retailers in fashion  home  decor and more.,westfield,"['Level  30 , 85 Castlereagh Street Sydney, NSW 2000 Australia', 'https://www.westfield.com.au/privacy-policy']",None,"['1300 790 292', 'https://www.westfield.com.au/terms-and-conditions']","['other information', 'other related information', 'scentre group', 'certain personal information', 'such information', 'westfield digital gift card', 'information purposes', 'additional personal information', 'scentre group limited', 'westfield gift card']","['Frank Lowy', 'founder(s)', 'https://www.crunchbase.com/organization/westfield-corporation']","[['RetailShoppingShopping Mall'], 'https://www.crunchbase.com/organization/westfield-corporation']","['1960', 'https://www.crunchbase.com/organization/westfield-corporation']","['$687.90 million USD', 'https://www.dnb.com/business-directory/company-profiles.westfield_corporation_limited.883fd3f0926eb201.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/westfield-corporation']",None,"['Delisted', 'https://www.crunchbase.com/organization/westfield-corporation']",0.25,0.25,0.0,0.0,0.125
EVUp | Electric Car Charging Stations_ Australia & New ...,https://www.evup.com.au/,Charge Happy with EVUp - Aussie EV innovation. Australian Made  Integrated  Intelligent  connected  compatible and supported EV charging.,evup,"['32 / 536 Clayton Road Clayton South, VIC 3169', 'https://www.evup.com.au/contact-us']","['hello@evee.com.au', 'https://www.crunchbase.com/organization/evee']","['+61409 040 499', 'https://www.evup.com.au/ev-team']","['ev charging sites', 'ev charging units', 'ev charging solutions', 'ev charging software', 'ev charging options', 'ev charging hardware', 'ev charging greentech', 'ev charging situations', 'ev charging site owners', 'schneider ev link ev charging software components']","['Rustem Kurmaev', 'founder(s)', 'https://www.crunchbase.com/organization/evee']","[['AutomotiveCleanTechElectric VehicleRentalSharing EconomySustainabilityTourismTransportationTravel'], 'https://www.crunchbase.com/organization/evee']","['Dec 16, 2015', 'https://www.crunchbase.com/organization/evee']",None,None,"[' Chippendale, New South Wales, Australia', 'https://www.crunchbase.com/organization/evee']",None,"['Private', 'https://www.crunchbase.com/organization/evee']",0.25,0.25,0.0,0.0,0.125
Australian Bollards: Bollards_ Safety Bollards_ Removable ...,http://www.australianbollards.com.au/,We Manufacture  We Stock  We Supply  We Site Install  We Maintain for every State & Territory Australia-wide. Wheel Stops  Surface & Below Mounted Fixed  Flexible  Foldable  Removable  Retractable  Key & Pad Lockable  Manual  Semi-auto & Automatic Stainless Steel & Powder Coated Bollards.,australianbollards,"['55 KORONG ROAD HEIDELBERG WEST, VICTORIA, 3081 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_australian_handrails_pty_ltd_as_trustee_for_the_dougharty_trust.a3bd5cbf47860a4a30ca8167cd508ff3.html']","['sales@australianbollards.com.au', 'http://www.australianbollards.com.au/Catalog/handrails/ramp-handrails']","['+613 9459 3488', 'http://www.australianbollards.com.au/Catalog/handrails/ramp-handrails']",None,None,"[['Food ProcessingManufacturing'], 'https://www.crunchbase.com/organization/australian-wholefoods']","['2011', 'https://www.crunchbase.com/organization/australian-wholefoods']","['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_australian_handrails_pty_ltd_as_trustee_for_the_dougharty_trust.a3bd5cbf47860a4a30ca8167cd508ff3.html']",None,"[' Salisbury, Victoria, Australia', 'https://www.crunchbase.com/organization/australian-wholefoods']",None,"['Private', 'https://www.crunchbase.com/organization/australian-wholefoods']",0.375,0.25,0.0,0.0,0.15625
element14 Australia | Formerly Farnell | Electronic ...,https://au.element14.com/,,au.element14,"['72 Ferndell Street, Chester Hill, Australia NSW 2162', 'https://au.element14.com/terms-and-conditions?ICID=bnr-prop-inclusive-price']","['au-sales@element14.com', 'https://au.element14.com/help-delivery-information']","['1300 361 005', 'https://au.element14.com/']","['such goods', 'other goods', 'selected goods', 'hazardous goods', 'particular goods', 'thick film smd current sense resistor', 'customer', 'production supply products', 'company', 'product range']","[['LUKE GEOFFREY GRIGG', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.element14_pty_ltd.334e15e48494c3e5.html']","['Manufacturing, Utilities', 'from_classification_model']","[' 8 December 1986', 'https://opencorporates.com/companies/au/003211345']","['$30.87 million USD', 'https://www.dnb.com/business-directory/company-profiles.element14_pty_ltd.334e15e48494c3e5.html']",None,"['Australia', 'https://opencorporates.com/companies/au/003211345']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.element14_pty_ltd.334e15e48494c3e5.html']",0.625,0.25,0.0,0.0,0.21875
ADVAM - delivering world leading payment solutions,https://www.advam.com/,Every day  we're delivering world leading payment solutions.,advam,"['L 2 26 Franklin St Adelaide, SOUTH AUSTRALIA, 5000 Australia', 'https://www.dnb.com/business-directory/company-profiles.advam_holdings_australia_pty_ltd.709dce22d59c9444241a32f1440ee9cb.html']","['sales-us@advam.com', 'https://www.advam.com/newshub/advam-at-ipmi/']","['+61-894152800', 'https://www.dnb.com/business-directory/company-profiles.advam_holdings_australia_pty_ltd.709dce22d59c9444241a32f1440ee9cb.html']","['parking payment solutions', 'parking payments', 'parking payment technology', 'advam customers', 'customer payment', 'parking payment providers', 'parking payments expertise', 'parking payments experts', 'payment solutions', 'parking shift access advam']","[['David NEAL', ' director'], 'https://opencorporates.com/companies/nz/7733898']","[['PaymentsTransaction Processing'], 'https://www.crunchbase.com/organization/advam']","['2004', 'https://www.crunchbase.com/organization/advam']","['$23.99 million USD', 'https://www.dnb.com/business-directory/company-profiles.advam_holdings_australia_pty_ltd.709dce22d59c9444241a32f1440ee9cb.html']",None,"[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/advam']",None,"['Private', 'https://www.crunchbase.com/organization/advam']",0.0,0.0,0.375,0.0,0.09375
JD Security: Alarm Monitoring | Video Monitoring | System ...,https://www.jdsecurity.com.au/,JD Security provides Alarm & Video Monitoring  Video Surveillance and Access Control System Integration to customers across Australia & New Zealand.,jdsecurity,"['2 /168-170 Christmas Street, Fairfield VIC 3078', 'https://www.jdsecurity.com.au/video/video-storage/']","['service@jdsecurity.com.au', 'https://www.jdsecurity.com.au/video/video-storage/']","['+64 9 887 0362', 'https://www.jdsecurity.com.au/video/video-storage/']","['axis cameras', 'encoder axis cameras', 'compatible axis network cameras', 'ptz camera axis', 'high performance axis surveillance', 'axis surveillance', 'axis q1645 network camera', 'axis q3515-lv network camera', 'axis camera station', 'axis lightfinder technology']","[['Paul Crawford ', 'Director & General Manager_JD ...'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Discover Dexus Property_ Office & Workplace Leasing ...,https://www.dexus.com/,Explore your future space with Dexus across office  industrial  retail and health,dexus,"['L25 264-278 George St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.dexus_office_trust.ed67b7de20201a0687f4bb55f6d448d6.html']","['matthew.jess@dexus.com', 'https://www.dexus.com/discover-dexus/safeworkspace']","['+61 2 9017 1100', 'https://www.crunchbase.com/organization/dexus']","['industrial community office space', 'dexus industrial estate lease commercial office space', 'high quality office space', 'lease office space', 'quality office space', 'commercial office space', 'other dexus place office locations', 'dexus place virtual offices', 'sydney unrivalled australia square location lease office space', 'premium office space']","[['RICHARD SHEPPARD', 'Chairman of the Board'], 'https://www.dnb.com/business-directory/company-profiles.dexus_office_trust.ed67b7de20201a0687f4bb55f6d448d6.html']","[['Real Estate'], 'https://www.crunchbase.com/organization/dexus']","['10 February 2020', 'https://opencorporates.com/companies/au/639006607']","['$197.71 million USD', 'https://www.dnb.com/business-directory/company-profiles.dexus_office_trust.ed67b7de20201a0687f4bb55f6d448d6.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/dexus']",None,"['Investment\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.dexus_office_trust.ed67b7de20201a0687f4bb55f6d448d6.html']",0.375,0.375,0.0,0.0,0.1875
Newcastle Airport | Home,https://www.newcastleairport.com.au/,The official Newcastle Airport Australia  travellers home page displays flight  general travel  retail and services information for International and Domestic flights.,newcastleairport,"['1 Williamtown Dr, Williamtown NSW 2318 Australia', 'https://www.newcastleairport.com.au/at-the-airport/maps']","['rpas@casa.gov.au', 'https://www.newcastleairport.com.au/news/important-information-on-drone-use-around-newcastle-airport']","['+61 439 773 472', 'https://www.newcastleairport.com.au/contact-us']","['newcastle airport newcastle airport', 'newcastle airport newcastle airport travel', 'newcastle newcastle airport ambassadors', 'newcastle airport passengers', 'canberra newcastle airport', 'access newcastle airport', 'newcastle airport car parks', 'newcastle airport security', 'newcastle airport auckland', 'newcastle airport ceo']","[['PETER COCK', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.newcastle_airport_pty_limited.7ff2b806aba474d7f17f38cbc955b4ea.html']","[['Education'], 'https://www.crunchbase.com/organization/university-of-newcastle-australia']","['1970', 'https://www.crunchbase.com/organization/university-of-newcastle-australia']","['$21.12 million USD', 'https://www.dnb.com/business-directory/company-profiles.newcastle_airport_pty_limited.7ff2b806aba474d7f17f38cbc955b4ea.html']",None,"[' Newcastle, New South Wales, Australia', 'https://www.crunchbase.com/organization/university-of-newcastle-australia']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.newcastle_airport_pty_limited.7ff2b806aba474d7f17f38cbc955b4ea.html']",1.0,0.25,0.0,0.0,0.3125
The Local Project - Architecture and Design of Australia and ...,https://thelocalproject.com.au/,The Local Project is a publication  blog and magazine showcasing the best product design  interior design and architecture of Australia and New Zealand.,thelocalproject,"['Suite  508 , 19A Boundary Street Darlinghurst, NSW, 2010 Australia', 'http://thelocalproject.com.au/contact-us/']","['hello@thelocalproject.com.au', 'https://thelocalproject.com.au/privacy-policy/']","['+64-9586-4989', 'https://thelocalproject.com.au/articles/lantern-house-by-herbst-architects-project-feature-waiheke-nz/']","['new designs', 'new danish design', 'landscape design', 'several design elements', 'furniture design', 'home', 'own home', 'larger homes', 'holistic design approach', 'australian design']","['Stephen Moule', 'founder(s)', 'https://www.crunchbase.com/organization/symplicit-pty']","[['Customer ServiceWeb Design'], 'https://www.crunchbase.com/organization/symplicit-pty']","['Jan 1, 2003', 'https://www.crunchbase.com/organization/symplicit-pty']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/symplicit-pty']",None,"['Private', 'https://www.crunchbase.com/organization/symplicit-pty']",0.25,0.25,0.0,0.0,0.125
