title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Infocomm Software,https://infocomm.com.au/,A complete ERP software solution for the Transport and Logistics industry. Streamline your transport and logistics operations  we tailor our software to the unique needs of your business  giving you a competitive edge. Our Transport and Logistics software is proudly designed and built in Australia.,infocomm,"['7 /14 Lionel Rd Mount Waverley VIC 3149 Australia', 'https://infocomm.com.au/contact/']","['sales@infocomm.com.au', 'https://infocomm.com.au/management-by-exception/']","['+613-8514-0000', 'https://infocomm.com.au/boost-ability-of-logistics-operation-by-freight-management-software/']","['freight management software solution', 'logistics management software', 'new freight management software', 'different freight management software', 'automated freight management software', 'freight management software implementation', 'business software', 'logistics software solution', 'contemporary freight management software', 'outdated freight management software']","[['DAVID PERRETT', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']","['IT - Software, Transport', 'from_classification_model']","[' 5 April 2020', 'https://opencorporates.com/companies/au/640150876']","['$3.04 million USD', 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']",None,"['Australia', 'https://opencorporates.com/companies/au/640150876']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.infocomm_pty_ltd.df97b6aab8fdbed45cc8ffce4f2604ac.html']",0.625,0.25,0.0,0.0,0.21875
Salesforce: We Bring Companies and Customers Together,https://www.salesforce.com/,Personalize every experience along the customer journey with the Customer 360. Unify marketing  sales  service  commerce  and IT on the world's #1 CRM.,salesforce,"['Level 12, Tower 3 Darling Park, 201 Sussex Street, Sydney NSW 2000 Australia', 'https://www.salesforce.com/au/?ir=1']","['sales@cloudmasons.com.au', 'https://www.crunchbase.com/organization/cloudmasons']","['+612-6272-1441', 'https://www.salesforce.com/kr/']","['de generación de', 'de la sécurité de nos', 'responsable de la protection de votre mot de passe', 'désactivation de la collecte de', 'auprès de l’autorité de', 'moyen de témoins de', 'de la limitation de l’accès', 'de confidentialité ou de sécurité', 'afronden van de cursus hebben de leerlingen de mogelijkheid', 'de supprimer entièrement de nos']","[['Pip Marlow', 'CEO'], 'https://www.salesforce.com/au/blog/authors/pip-marlow']","[['Cloud Data ServicesMobile AppsReal Estate'], 'https://www.crunchbase.com/organization/cloudmasons']","['2015', 'https://www.crunchbase.com/organization/cloudmasons']","['163k', 'https://app.avention.com/company/310d38c0-ec5f-3547-a235-44233a146881#report/company_summary']","['$138.1M', 'None']","[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/cloudmasons']","['1,250', 'None']","['Private', 'https://www.crunchbase.com/organization/cloudmasons']",0.25,0.25,0.0,0.0,0.125
Asset Forestry,https://www.asset.co.nz/,Asset Forestry Logistics. Established in New Zealand in 1993  we are a specialist forestry logistics business. We have over 40 staff with expertise in the application ...,asset,"['1372 Hinemoa Street Rotorua, 3010 New Zealand', 'https://www.asset.co.nz/']",None,"['+64 7 348 0308', 'https://www.asset.co.nz/']","['supply operations', 'logistics expertise', 'logistics information technologies', 'supply', 'central dispatch management logistics process', 'operational logistics', 'management solutions', 'management', 'log truck movements', 'log harvesting']","[['Peter John Tompkins', 'Director'], 'https://app.avention.com/company/97a11dcb-f879-3817-85df-15919b2ad3e0#report/company_summary']","[['Information Technology'], 'https://www.crunchbase.com/organization/select-asset-management-australia/people']","['14 March 2017', 'https://opencorporates.com/companies/au/617955549']","['2.1B', 'https://app.avention.com/company/97a11dcb-f879-3817-85df-15919b2ad3e0#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/617955549']","['39k', 'https://app.avention.com/company/97a11dcb-f879-3817-85df-15919b2ad3e0#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/select-asset-management-australia/people']",0.25,0.25,0.0,0.0,0.125
KM Corke & Associates: KMCORKE,https://kmcorke.com.au/,"Based in Canberra  we provide services throughout Australia and the South Pacific. 
We know how Australian political and parliamentary processes work and can prepare the right documentation for the right audience at the right time. 
We have over 30 years experience in the development and implementation",kmcorke,"['PO Box 5003 Braddon ACT 2612', 'https://kmcorke.com.au/contact-us/']","['corke@kmcorke.com.au', 'https://kmcorke.com.au/2018/10/22/national-competition-policy-returneth/']","['+61(0412) 723163', 'https://kmcorke.com.au/2020/08/31/from-coag-to-national-cabinet-will-the-new-structure-work/']","['new policies', 'policy areas', 'tax reform', 'policy', 'policy ideas', 'current policies', 'proposed reforms', 'competition policy', 'big policy decisions', 'radical tax reform']","[['KERRY MERVYN CORKE', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.kezzas_holdings_pty_limited.952ae09f29178cc92ecab24ccdf39c9b.html']","['Real estate, Finance and insurance', 'from_classification_model']",None,"['$1.27 million USD', 'https://www.dnb.com/business-directory/company-profiles.kezzas_holdings_pty_limited.952ae09f29178cc92ecab24ccdf39c9b.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.kezzas_holdings_pty_limited.952ae09f29178cc92ecab24ccdf39c9b.html']",1.0,0.25,0.75,0.0,0.5
Dealer Drive,https://www.dealerdrive.com.au/,Dealer Drive makes it easy for car dealerships and OEM's to manage fleets  staff and their marketing all from one simple application.,dealerdrive,"['LEVEL 1 580 CHURCH ST RICHMOND, VICTORIA, 3121 Australia', 'https://www.dnb.com/business-directory/company-profiles.dealer_drive_australia_pty_ltd.81050965c0284acdd2f55a853762cd47.html']","['hr@dealerdrive.com.au', 'https://www.dealerdrive.com.au/Latest-News/Articles/We-re-Hiring']","['+61 3 9596 3962', 'https://www.dealerdrive.com.au/Car-Bookings-Calendar']","['party dealer drive', 'existing dealer drive customers', 'features dealer drive', 'dealer drive stats', 'michael.webb@dealerdrive.com.au dealer drive', 'dealer drive appraisal system', 'new zealand dealer drive', 'questions drive team performance dealer drive', 'hyundai dealer drive appraisals', 'dealer drive calendar bookings']","[['Sarah Webb ', 'Marketing & Communications ..._LinkedIn'], 'None']","['IT - Software, Manufacturing', 'from_classification_model']",None,"['$4.38 million USD', 'https://www.dnb.com/business-directory/company-profiles.dealer_drive_australia_pty_ltd.81050965c0284acdd2f55a853762cd47.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.dealer_drive_australia_pty_ltd.81050965c0284acdd2f55a853762cd47.html']",0.0,0.25,0.75,0.0,0.25
Simuserv - Pioneer in CAE_ simulation software_ operating in ...,https://www.simuserv.com/,,simuserv,"['3 Glenside Crescent Eden Terrace Auckland, AUCKLAND, 1010 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.simuserv_pty_ltd.9204301750aaad2198f19bfcb78d38b0.html']","['info@simuserv.com', 'https://www.simuserv.com/contact.php']","['+61 (8) 9277 8847', 'https://www.simuserv.com/support.php']","['product simulation', 'simulation system', 'simulation solutions', 'abaqus simulation system', 'simulation software', 'simulation suite', 'simulation models', 'designer simulation', 'simulation process capabilities', 'simulation technology']","[['Gerd Diegelmann', 'Managing_Director'], 'https://au.linkedin.com/in/gerd-diegelmann']","['Manufacturing, IT - Software', 'from_classification_model']",None,"['$1.28 million USD', 'https://www.dnb.com/business-directory/company-profiles.simuserv_pty_ltd.9204301750aaad2198f19bfcb78d38b0.html']",None,None,None,"['Foreign\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.simuserv_pty_ltd.9204301750aaad2198f19bfcb78d38b0.html']",0.75,0.25,0.75,0.0,0.4375
Roads & Infrastructure Magazine -,https://www.roadsonline.com.au/,,roadsonline,None,"['brad.marshall@primecreative.com.au', 'https://www.roadsonline.com.au/advertise/']","['+61 (0)3 9690 8766', 'https://www.roadsonline.com.au/about/']",None,"[['Robbie Parkes ', 'National Australia Bank_LinkedIn'], 'from linkedin search google']","['Finance and insurance, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Accreditation Manager - Australian Bus Compliance Made Easy,https://accreditationmanager.com.au/,Accreditation Manager Bus Compliance Management with online vehicle tracking  comprehensive driver and fleet reporting and easy click-fix solutions.,accreditationmanager,"['13 Bridge St, Epping NSW 2121', ['Accreditation Manager, address', 'knowledge_panel']]","['sales@accreditationmanager.com.au', 'https://accreditationmanager.com.au/faq']","['1300 416 711', 'https://accreditationmanager.com.au/faq']","['accreditation manager', 'accreditation manager safety', 'compliance training course accreditation manager', 'server security accreditation manager', 'bus compliance obligations', 'pre-departure checks accreditation manager', 'bus compliance', 'compliance management', 'the accreditation manager online compliance system', 'accreditation']",None,"['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Financial Review - Business_ Finance and Investment News ...,https://www.afr.com/,Skip to navigationSkip to contentSkip to footerHelp using this website - Accessibility statementExperience the AFR for half the priceSave 50% Now. Today's ...,afr,"['506 Sydney NSW 2001', 'https://www.afr.com/privacy-policy?Embed=Y']","['nila.sweeney@afr.com.au', 'https://www.afr.com/property/residential/work-from-anywhere-fuels-demand-for-airbnb-rentals-20200923-p55y9o']","['+61 2 7966 6900', 'https://www.afr.com/conditions-of-use']","['government bond rates', 'more australian state government bonds', 'government bonds', 'us government bonds', 'australian governments', 'australian government debt', 'government bond record', 'commonwealth government bonds', 'state governments', 'cent interest rate']","[['Nick Hawkins', 'CEO'], 'https://www.afr.com/companies/financial-services/iag-names-nick-hawkins-new-ceo-20200921-p55xjj']","[['NewsPublishingSocial News'], 'https://www.crunchbase.com/organization/australian-financial-review']","['30 June 2020', 'https://opencorporates.com/companies/au/642201821']","['3.5M', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/australian-financial-review']","['30', 'https://app.avention.com/company/1cb4cca9-f5d2-3366-adfc-4e3ea586f6ff#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/australian-financial-review']",0.25,0.25,0.0,0.0,0.125
iStart keeping business informed on technology,https://istart.co.nz/,News  videos  features and case studies of latest technology stories from around New Zealand leading the way to smarter technology investment.,istart,"['165 St Andrews Road, Epsom, Auckland1023NZ', 'https://opencorporates.com/companies/nz/1071065']","['info.newzealand@sap.com', 'https://istart.co.nz/nz-vendor-exhibit/sap-erp/']","['+61 2 9464 6111', 'https://istart.co.nz/nz-vendor-exhibit/netsuite-erp/']","['business solutions', 'business management software', 'business systems', 'business software', 'new zealand businesses', 'business processes', 'ageing business systems', 'vital business data', 'cloud computing business management software suites', 'business']","[['HAYDEN JOHN ROBERT MCCALL', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.istart_limited.06e6514008efb0462bc3d5269e953e35.html']","['IT - Software, Utilities', 'from_classification_model']","['19 September 2000', 'https://opencorporates.com/companies/nz/1071065']","['$129,872 USD', 'https://www.dnb.com/business-directory/company-profiles.istart_limited.06e6514008efb0462bc3d5269e953e35.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1071065']",None,"['Public\xa0Limited\xa0Company Parent', 'https://www.dnb.com/business-directory/company-profiles.istart_limited.06e6514008efb0462bc3d5269e953e35.html']",0.25,0.25,0.375,0.0,0.21875
wallmine – Finance & Investing: Stocks_ Crypto_ Forex_ ETFs,https://wallmine.com/,US stock market today: stock quotes  stock screener  stock charts  insiders trading  market news  portfolio tracking  and cryptocurrencies.,wallmine,None,"['hello@wallmine.com', 'https://wallmine.com/careers']","['+646-863-4416', 'https://ru.wallmine.com/adviser/230805/greenline-partners-llc']","['wallmine services', 'such customer personal data', 'portfolio management', 'such customer personal data collection', 'stock investments', 'advisory services', 'customer personal data', 'process customer personal data', 'financial planning services', 'such personal data breaches']","[['Mark T. Fitzgibbon', 'Managing_Director'], 'https://au.wallmine.com/asx/nhf/officer/1684147/mark-fitzgibbon']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
ORIX Australia | Fleet Car Leasing_ Fleet Management ...,https://www.orix.com.au/,ORIX Australia is one of the world's leading fleet management  novated leasing and rental companies in Australia. Our solutions can help you achieve more from your vehicle mobility arrangements.,orix,"['Level 21, 25 Grenfell Street, Adelaide, SA 5000', 'https://www.orix.com.au/rideshare/']","['info@orix.com.au', 'https://www.orix.com.au/new-heavy-vehicle-national-laws-now-open-for-comment/']","['+61 2 8436 2800', 'https://www.orix.com.au/driver-support/']","['orix novated lease orix', 'orix australia corporation limited orix', 'temporary vehicles orix', 'orix oneview app orix oneview', 'business vehicles', 'orix australia', 'vehicle information', 'using orix', 'supplier locator orix fleet companion app orix', 'business vehicle rentals']","[['Reggie Cabal', 'CEO'], 'https://www.orix.com.au/orix-australia-and-new-zealand-makes-the-2018-afr-most-innovative-companies-list-for-second-consecutive-year/']","['Finance and insurance, Transport', 'from_classification_model']","['13 July 1988', 'https://opencorporates.com/companies/au/003572950']","['$1.09 million USD', 'https://www.dnb.com/business-directory/company-profiles.orix_australia_corporation_limited.a0c326ac2569f2a7763cc1194f70c5b4.html']",None,"['Australia', 'https://opencorporates.com/companies/au/003572950']",None,"['Branch', 'https://www.dnb.com/business-directory/company-profiles.orix_australia_corporation_limited.a0c326ac2569f2a7763cc1194f70c5b4.html']",0.25,0.25,0.0,0.0,0.125
Mondiale Freight: We bring the world to you,http://www.mondialefreight.com/,,mondialefreight,"['1801 Botany Road Banksmeadow, NSW 2019', 'http://www.mondialefreight.com/info/divisions/international-freight']","['enquiry.mel@mondialefreight.com', 'http://www.mondialefreight.com/info/contact']","['+64 9  256 4111', 'http://www.mondialefreight.com/info/contact']","['mondiale freight mondiale', 'mondiale freight services', 'mondiale cargo services', 'mondiale freight services ltd.', 'mondiale freight services limited', 'sea freight mondiale', 'mondiale international freight', 'contact mondiale freight', 'mondiale offices', 'mondiale rank']","[['Chris James', 'Managing_Director'], 'https://au.linkedin.com/in/chris-james-40b76a23']","['Manufacturing, IT - Software', 'from_classification_model']","['18 April 1989', 'https://opencorporates.com/companies/nz/430525']","['$27.11 million USD', 'https://www.dnb.com/business-directory/company-profiles.mondiale_freight_services_limited.26638409f23ec62aa4d8bd0d81df1691.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/430525']",None,"['Limited\xa0Company Parent', 'https://www.dnb.com/business-directory/company-profiles.mondiale_freight_services_limited.26638409f23ec62aa4d8bd0d81df1691.html']",0.5,0.25,0.5,0.0,0.3125
Vehicle and Fleet Tracking by FleetPursuit | Leading Experts ...,https://fleetpursuit.com.au/,"FleetPursuit are experts in GPS fleet tracking devices and solutions for all your vehicles and assets - from as little as 50 cents a day. Tailored GPS tracking solutions for all your needs and budget requirements. Suits all vehicles  assets and people. Also featuring our Locator Link._FleetPursuit are experts in GPS fleet tracking devices and solutions for all your vehicles and assets - from as little as 50 cents a day. Tailored GPS tracking solutions for all your needs and budget requirements. Suits all vehicles  assets and people. Also featuring our Locator Link._VEHICLE AND FLEET TRACKING SOLUTIONS     
Are you having these issues with your vehicles or field workers - does this sound like you?
 Don’t know where vehicles or field workers are? Don’t know what they",fleetpursuit,None,"['sales@fleetpursuit.com.au', 'http://fleetpursuit.com.au/contact-us/']","['+61 (0) 7 3236 6055', 'https://fleetpursuit.com.au/fleet-news/how-to-manage-field-workers-drivers/']","['gps tracking solution', 'gps tracking devices', 'gps tracking technology', 'gps hardware devices', 'gps tracking hardware', 'gps solutions specialists', 'gps tracking clients', 'many gps devices', 'fleetpursuit gps', 'gps device']","[['Alan Klein', 'CEO'], 'https://fleetpursuit.com.au/about-fleet-pursuit/20180613_175853/']","['IT - Software, Transport', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.75,0.0,0.5
