title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
The Scarlet – Space_ Science and Energy Market,https://clarkscarlet.com/,,clarkscarlet,"['130 Pitt St, Sydney NSW 2000', ['Australian Stock Report, address', 'knowledge_panel']]","['james.dunkley@kennethresearch.com', 'https://clarkscarlet.com/author/james-dunkleykennethresearch-com/']",None,"['market market report', 'the smartphone tv market market report', 'epm market leukapheresis market', 'market research reports', 'chemical market report', 'global market trends', 'crushers market report', 'global market opportunities', 'global alginate market', 'market research']",None,"['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
argenx | Homepage - Reaching Patients Through Immunology ...,https://www.argenx.com/,The science of co-creation drives our quest to engineer life-changing immunology solutions  the resilient spirit of patients fuels our urgency to deliver them.,argenx,None,"['info@argen-x.com', 'https://www.crunchbase.com/organization/argen-x']",None,"['argenx clinical trials', 'argenx antibodies', 'collaboration argenx', 'argenx', 'argenx medicines', 'argenx se', 'argenx stock', 'argenx limitation', 'argenx bvba', 'argenx europe']","[['Tim Van Hauwermeiren', 'CEO'], 'https://www.bloomberg.com/profile/person/17184319']","[['BiotechnologyClinical TrialsTherapeutics'], 'https://www.crunchbase.com/organization/argen-x']","['2008', 'https://www.crunchbase.com/organization/argen-x']",None,None,None,None,"['Public', 'https://www.crunchbase.com/organization/argen-x']",0.5,0.0,0.375,0.0,0.21875
Mordor Intelligence: Home,https://www.mordorintelligence.com/,Mordor Intelligence provides Market Research - Consulting  Reports  Advisory  Sizing; Consulting - Client Research  Market Analysis  Competitive Landscape Analysis  Global Strategic Business Reports and Custom Market Research. Contact Us Now for any kind of report!,mordorintelligence,"['Suite 105/29-31 Solent Cct, Norwest NSW 2153', ['McCrindle Research, address', 'knowledge_panel']]",None,None,"['industry reports', 'market intelligence', 'market analysis', 'market segments', 'industry expertise', 'markets', 'global markets', 'market drivers', 'industry segments', 'industry changes']",None,"['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Narmada Industries | Great Value for Quality,http://narmadaind.com/,Styles Lorem ipsum dolor sit amet  consectetur adipiscing elit. Integer felis neque  suscipit eget dolor quis  accumsan imperdiet elit. Praesent quis mauris eu quam malesuada auctor. Etiam vitae ante sapien. Sed mauris dui  varius non tempor in  semper fringilla ipsum. Phasellus nec purus enim. Nulla eget fringilla mi  id iaculis ante.,narmadaindustry,None,None,None,None,"[['Captain Arthur Phillip', 'CEO'], 'https://www.history.com/this-day-in-history/australia-day']","['Manufacturing, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
At the Intersection of Saving and Sustaining Lives | Baxter,https://www.baxterhealthcare.com.au/,,baxterhealthcare,"['1 Baxter Drive, Old Toongabbie, NSW 2146', 'https://www.baxterhealthcare.com.au/policies-positions/global-privacy-policy']",None,"['+61 407 772 944', 'https://www.baxterhealthcare.com.au/contact-us']",None,"[['Linda Maree HERD', ' director'], 'https://opencorporates.com/companies/nz/104549']","[['Health CareMedical Device'], 'https://www.crunchbase.com/organization/baxter-healthcare-2']","['1931', 'https://www.crunchbase.com/organization/baxter-healthcare-2']","['$39M', 'None']","['$0', 'None']","['New Zealand', 'https://opencorporates.com/companies/nz/104549']",None,"['Private', 'https://www.crunchbase.com/organization/baxter-healthcare-2']",0.75,0.25,0.375,0.0,0.34375
Canon Australia - Cameras_ Printers & Multifunction Devices,https://www.canon.com.au/,Explore Canon Australia's range of products and services and check out our inspiring stories  events and tutorials. No one sees it like you._,canon,"['Building A The Park Est 5 Talavera Rd Macquarie Park, NEW SOUTH WALES, 2113 Australia', 'https://www.dnb.com/business-directory/company-profiles.canon_australia_pty_ltd.755bbcb0062ed855.html']","['privacyofficer@canon.com.au', 'https://www.canon.com.au/privacy-policy']","['1300 460 738', 'https://www.canon.com.au/camera-lenses/cn-e-20mm-t1-5-fp-x/support?option=drivers']","['canon australia canon australia', 'canon eos r', 'canon ef', 'canon network cameras', 'canon brand printers', 'ii usm canon australia', 'canon australia privacy', 'canon grant', 'usm canon', 'other canon products']","[[""Akira 'Dave' Yoshida"", 'Managing_Director'], 'https://www.canon.com.au/about-canon/news-and-press-releases/new-canon-oceania-md-announced-as-yusuke-mizoguchi-heads-to-canon-europe']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/canon-australia']","['25 February 2019', 'https://opencorporates.com/companies/au/631872896']","['$4.8M', 'None']","['$0', 'None']","['Notting Hill Victoria, AU', 'None']","['45', 'None']","['Private', 'https://www.crunchbase.com/organization/canon-australia']",0.5,0.25,0.375,0.0,0.28125
Contact Us | Veterinary Training Centre,https://www.veterinarytrainingcentre.com.au/contact,,veterinarytrainingcentre,"['Unit  1 , 28 Burnside Road  Ormeau QLD 4208 Australia', 'https://www.veterinarytrainingcentre.com.au/']",None,"['1300 628 838', 'https://www.veterinarytrainingcentre.com.au/about-us']","['veterinary practices', 'veterinary nurses', 'veterinary professionals', 'veterinary products', 'veterinary clinics', 'veterinary nursing', 'veterinary services', 'industry leading veterinary training centres', 'veterinary training centres', 'veterinary medicine']",None,"['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
ACON Labs,https://www.aconlabs.com/,,aconlabs,None,"['intl_orders@aconlabs.com', 'https://www.aconlabs.com/acon-laboratories-terms-and-conditions/']",None,None,None,"['Manufacturing, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
The Dairy Site: Dairy Cattle_ Dairy Cattle Health_ Welfare ...,https://www.thedairysite.com/,Latest Cattle industry news  Cattle farming features and cattle related recipes plus detailed information on managing cattle health  treating cattle diseases and much more. Quality information for the cattle vet  producer and enthusiast.,thedairysite,"['HWT Tower, Level 3, 40 City Rd, Southbank VIC 3006', ['Dairy Australia, address', 'knowledge_panel']]","['info@globalagmedia.com', 'https://www.thedairysite.com/terms.php']",None,"['insect products', 'rearing insects', 'edible insects', 'food system sustainability', 'farming insects', 'cold chain food products', 'food', 'insect protein', 'insect species', 'edible insect species']","[['Dr David Nation', 'Managing_Director'], 'https://www.dairyaustralia.com.au/news-listing/20180620-dairy-australia-announces-new-managing-director?id=FF7994044F344C38943F5793B7424B0B']","['Manufacturing, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Genera Biosystems: Home Page,http://generabiosystems.com/,"Latest News_PapType® HPV Assay
    
    
      PapType is a highly competitive molecular diagnostic test for human papillomavirus (HPV)  the viruses that cause 99.7% of cervical cancer in women",generabiosystems,"['1 Dalmore Drive, Scoresby, VIC 3179 AUSTRALIA', 'http://generabiosystems.com/contact-us/']","['karl.poetter@generabiosystems.com', 'https://www.crunchbase.com/organization/genera-biosystems']","['+61 3 9763 1287', 'http://generabiosystems.com/contact-us/']","['paptype ampasand beads', 'ampasand bead systems', 'assay genera', 'genera biosystems', 'specific bead types', 'genera', 'pcr primer', 'genera biosystems limited stiplex', 'silica beads', 'senior production manager technology genera biosystems']","[['Anna Corke ', 'Regulatory and Quality Manager_Zip ...'], 'from linkedin search google']","[['Health Diagnostics'], 'https://www.crunchbase.com/organization/genera-biosystems']","[' 6 November 2001', 'https://opencorporates.com/companies/au/098663837']",None,None,"['Australia', 'https://opencorporates.com/companies/au/098663837']",None,"['Private', 'https://www.crunchbase.com/organization/genera-biosystems']",0.625,0.75,0.0,0.0,0.34375
U-Vet Werribee Animal Hospital,https://www.u-vet.com.au/,_U-Vet Werribee Animal Hospital,u-vet,"['250 Princes Hwy, Werribee VIC 3030', ['U-Vet Werribee Animal Hospital, address', 'knowledge_panel']]","['info@vetsoncall.pet', 'https://www.crunchbase.com/organization/vets-on-call']","['+613 9803 8122', 'https://www.u-vet.com.au/covid-19-update-and-changes-to-service']","['horse training', 'horse injuries', 'large horses', 'horse owners', 'other horses', 'many horses', 'normal horse', 'horse health', 'horse diets', 'performance horses']","[['Dr Mark Lawrie', 'CEO'], 'https://www.uvths.com.au/introduction/']","[['AppsPetVeterinary'], 'https://www.crunchbase.com/organization/vets-on-call']","['Jan 1, 2017', 'https://www.crunchbase.com/organization/vets-on-call']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/vets-on-call']",0.0,0.25,0.0,0.0,0.0625
RANZCR: Home,https://www.ranzcr.com/,RANZCR drives optimum health outcomes by leading  training and sustaining our professionals in radiation oncology and clinical radiology. More about the ...,ranzcr,"['Level  9 , 51 Druitt Street Sydney NSW 2000 Australia', 'https://www.ranzcr.com/']","['ranzcr@ranzcr.edu.au', 'https://www.crunchbase.com/organization/royal-australian-and-new-zealand-college-of-radiology']","['+61 2 9802 2074', 'https://www.ranzcr.com/college/member-rewards']",None,"[['Lance James Lawler', 'Director'], 'https://app.avention.com/company/f1752665-d3be-3a82-ad31-14336f81db75#report/company_summary']","['Associations and Organizations', 'https://app.avention.com/company/f1752665-d3be-3a82-ad31-14336f81db75#report/company_summary']","['10 April 2019', 'https://opencorporates.com/companies/nz/7394276']","['12M', 'https://app.avention.com/company/f1752665-d3be-3a82-ad31-14336f81db75#report/company_summary']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/royal-australian-and-new-zealand-college-of-radiology']","['60', 'https://app.avention.com/company/f1752665-d3be-3a82-ad31-14336f81db75#report/company_summary']","['Private Parent, Headquarters', 'https://app.avention.com/company/f1752665-d3be-3a82-ad31-14336f81db75#report/company_summary']",0.625,0.25,0.375,0.0,0.3125
Novartis,https://www.novartis.com/,Novartis is a global healthcare company based in Switzerland that provides solutions to address the evolving needs of patients worldwide.,novartis,"['54 Waterloo Rd, Macquarie Park NSW 2113', ['Novartis Pharmaceuticals Australia, address', 'knowledge_panel']]","['eric.althoff@novartis.com', 'https://www.crunchbase.com/organization/novartis']","['+64 2020-05-14', 'https://www.novartis.com/sitemap.xml']","['novartis novartis', 'other novartis units', 'other novartis subsidiaries', 'novartis beovu', 'novartis pharmaceuticals', 'novartis group', 'novartis oncology', 'novartis shares', 'novartis institutes', 'novartis cosentyx']","[['Jason Smith', 'Managing_Director'], 'https://pharmaboardroom.com/interviews/interview-with-jason-smith-managing-director-novartis-australia/']","[['BiotechnologyHealth CareMedicalPharmaceutical'], 'https://www.crunchbase.com/organization/novartis']","['1996', 'https://www.crunchbase.com/organization/novartis']",None,None,None,None,"['Public', 'https://www.crunchbase.com/organization/novartis']",0.0,0.25,0.0,0.0,0.0625
Feline Coronavirus Test_ Human Coronavirus Test - Testsea,https://www.testsealabs.com/,Testsea is a national high-tech enterprise specialized in the research  development  production and sales of raw materials for medical diagnosis and food safety,testsealabs,"['229 Australia St, Newtown NSW 2042', ['Australia Street Infants School, address', 'knowledge_panel']]","['angela@testsealabs.com', 'https://www.testsealabs.com/']",None,"['canine coronavirus ag rapid test kit', 'canine coronavirus test kit', 'coronavirus test kit', 'coronavirus ag test kit', 'iprotein test chinese wholesale rapid canine coronavirus ag test', 'canine coronavirus ag test', 'testsea disease test hbsag rapid test kit', 'feline coronavirus test kit', 'feline coronavirus test', 'coronavirus fcv ag test kit']",None,"['Healthcare, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Impact of Covid 19 On Infant Formula Milk Powder Market ...,https://technoweekly.com/news/1348487/impact-of-covid-19-on-infant-formula-milk-powder-market-2020-industry-challenges-business-overview-and-forecast-research-study-2026/,,technoweekly,"['1001 4th Ave, #3200 Seattle, WA 9815', 'https://technoweekly.com/news/1347251/ferrous-fumarate-market-changing-market-trends-new-business-opportunities-analysis-and-forecast-2026/']",None,None,"['market report', 'market research reports', 'new market research report', 'latest market research report', 'professional market research reports', 'examined market reports', 'market analysis', 'global infant formula milk powder market', 'market growth', 'market research products']",None,"['Finance and insurance, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
FNArena: Financial News_ Analysis and Data - Australian ...,https://www.fnarena.com/,FNArena is a supplier of financial  business and economic news  analysis and data services for small and large investors. Sign up now for a 14-day trial.,fnarena,"['Suite 3, Level 2/66 Clarence St, Sydney NSW 2000', ['FNArena, address', 'knowledge_panel']]","['info@fnarena.com', 'https://www.fnarena.com/index.php/free-trial/']",None,"['%', 'share prices', 'bank share prices', 'share price performance', 'share price valuation', '-25%', '-5%', '-20%', '+21.31%', '-4%']","[['Ben Salter ', 'Publications Coordinator_Mercedes ...'], 'from linkedin search google']","['Finance and insurance, Real estate', 'from_classification_model']","['27 June 2005', 'https://opencorporates.com/companies/au/114980880']",None,None,"['Australia', 'https://opencorporates.com/companies/au/114980880']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/114980880']",0.0,0.0,0.0,0.0,0.0
bioMérieux | Pioneering Diagnostics,https://www.biomerieux-nordic.com/,bioMérieux provides in vitro diagnostic solutions (reagents  instruments  software  services) that determine the source of disease and contamination to improve patient health and ensure consumer safety.,biomerieux-nordic,"['Unit 25/1 Maitland Pl, Baulkham Hills NSW 2153', ['bioMerieux Australia Pty Ltd, address', 'knowledge_panel']]","['tina.alsing@biomerieux.com', 'https://www.biomerieux-nordic.com/contact-info/our-team']","['+649 8545 6000', 'https://www.biomerieux-nordic.com/contact-info/suomi']","['biomérieux solutions', 'vidas biomérieux', 'biomérieux’s global solutions', 'biomérieux instruments', 'high patient care', 'biomérieux performance solutions', 'infection management', 'early antigen biomérieux', 'biomérieux sa', 'biomérieux u.s. department']","['Alain Mérieux', 'founder(s)', 'https://www.crunchbase.com/organization/biomerieux']","[['BiotechnologyHealth DiagnosticsManufacturing'], 'https://www.crunchbase.com/organization/biomerieux']","['1963', 'https://www.crunchbase.com/organization/biomerieux']",None,None,None,None,"['Public', 'https://www.crunchbase.com/organization/biomerieux']",0.0,0.25,0.0,0.0,0.0625
Nutrisearch_ Nutrition and Research – Nutrisearch New ...,https://www.nutrisearch.co.nz/,,nutrisearch,"['1105 Plunket Street, St Leonards, Hastings 4120, New Zealand', ['Nutrisearch, address', 'knowledge_panel']]","['info@nutrisearch.co.nz', 'https://www.nutrisearch.co.nz/events/webinars/']","['+64 (6) 8777-230', 'https://www.nutrisearch.co.nz/brands/quicksilver-scientific/']","['____________________________________________________________________________________________', '___________________________________________________________________________________________________ advantages', '__________________________________________________________________________________________________ serum sst financial pressures', '_______________________________________________________________________ us biotek laboratories', '______________________________________________________________________________________________ - heidi marriott', '____________________________ fitgenes', 'natural health products', 'health practitioners', 'health care practitioners', 'nz integrative health practitioners']","[['Eric Bakker N.D. ', 'Specialist Dietary Supplement ..._LinkedIn'], 'None']","['Healthcare, Agriculture', 'from_classification_model']","['22 January 2007', 'https://opencorporates.com/companies/nz/1895105']","['$378,000 USD', 'https://www.dnb.com/business-directory/company-profiles.nutrisearch_pty_ltd.9fdfe5f574428fcef17845f204e08348.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1895105']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.nutrisearch_pty_ltd.9fdfe5f574428fcef17845f204e08348.html']",0.0,0.25,0.25,0.0,0.125
Millennium Science: Life Science research equipment,http://www.mscience.com.au/,We're a distributor of life science products throughout Australia & New Zealand. Our portfolio is representative of some of the best manufacturers in the business across the disciplines of genomics  proteomics  cell biology and automation.,mscience,"['4 Miles Street Mulgrave, Victoria Australia 3170', 'https://www.mscience.com.au/view/loop-genomics/loop-genomics']","['careers@mexeccareers.com', 'https://www.mscience.com.au/view/20180308132431']","['+61 (0) 407 364 155', 'https://www.mscience.com.au/view/news-archive/millennium-science-and-jomar-life-research-unite']","['higher viability cells', 'high cell integrity', 'higher cell densities', 'single cell rna', 'high quality single cell suspensions', 'single cell sample preparation', 'cells', 'single cell', 'large cells', 'cancer cell lines']","[['Misha Schubert', 'CEO'], 'https://scienceandtechnologyaustralia.org.au/sta-announces-misha-schubert-as-new-ceo/']","[['Publishing'], 'https://www.crunchbase.com/organization/australian-popular-science']","['May 1, 1872', 'https://www.crunchbase.com/organization/australian-popular-science']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/australian-popular-science']",0.25,0.25,0.0,0.0,0.125
jm_ kig_ iu_ fti_ ve_ ud_ a9_ 4z_ fj_ d_ zb_ he_ t_ hb_ je_ j7_ o_ 38_ f_ op ...,http://www.khoinghiepthatbai.com/,,khoinghiepthatbai,"['Sydney NSW 2052', ['UNSW Sydney, address', 'knowledge_panel']]",None,None,None,None,"['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
