title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Safran is a leading international high-technology group,https://www.safran-group.com/,Safran is an international high-technology group and tier-1 supplier of systems and equipment in the Aerospace and Defense markets.,safran-group,"['34 Harley Crescent Condell Park NSW 2200 Australia', 'https://www.safran-group.com/country/safran-australia-and-new-zealand']","['amelia.dedic@safrangroup.com', 'https://www.safran-group.com/media/safran-innovates-improve-passengers-comfort-and-protection-20200602']","['+61 (0)2 8713 5900', 'https://www.safran-group.com/country/safran-australia-and-new-zealand']","['de valeo et de safran', 'de part de marché de la motorisation', 'de référence de safran', 'de trésorerie de', 'de services et de ses bureaux de représentation', 'lactivité de propulsion de safran', 'de cessions de safran identity', 'de freinage et de surveillance', 'de la répartition de puissance', 'que de facilités de']","[['Christopher Pyne', 'CEO'], 'https://www.safran-electronics-defense.com/media/safran-electronics-defense-australasia-inaugurates-new-facility-presence-australian-minister-defence-20181106']","['Manufacturing, Construction', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
UPark: Car Parking in Adelaide,https://www.upark.com.au/,Affordable local car parking in Adelaide. 9 locations across the city including Rundle Mall  Rundle Street and the Central Market. All money goes back…_Affordable local car parking in Adelaide. 9 locations across the city including Rundle Mall  Rundle Street and the Central Market. All money goes back into the community.,upark,"['Level 1 Adelaide Arcade, Adelaide SA 5000', 'https://www.upark.com.au/upark-plus-rewards/']","['city@cityofadelaide.com.au', 'https://prebook.upark.com.au//?/book/']","['+61 8 8203 7203', 'https://www.cityofadelaide.com.au/privacy/']","['upark wyatt street upark', 'adelaide festival parking parking', 'jorrells upark wyatt street upark', 'adelaide parking', 'street parking adelaide festival centre', 'grote street adelaide sa', 'flinders street adelaide sa', 'parking upark', 'franklin street adelaide sa', 'morphett street adelaide sa']","[['Stuart Norman', 'CEO'], 'https://www.parking.asn.au/news/']","['Transport, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Log in - Self Storage of Arkansas,https://www.selfstorageofar.com/login,,selfstorageofar,None,None,None,None,None,"['Services - professional, scientific, and technical, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Cleaning equipment and pressure washers | Kärcher ...,https://www.kaercher.com/int/,Kärcher is a family-owned global leader in cleaning technology. Discover the range of quality pressure washers  steam cleaners  window vacs & more.,kaercher,"['Level 4, Bdo Centre, Graham Street Auckland, AUCKLAND, 1040 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.karcher_limited.762fe2c6aca48584.html']","['info@karcher.com', 'https://www.kaercher.com/int/inside-kaercher/company/legal/privacy-information.html']","['+64 10305100', 'https://www.kaercher.com/int/professional/high-pressure-cleaners/hot-water-generator/hg-64-10305100.html']","['high pressure cleaners', 'high pressure', 'ultra high pressure cleaners', 'higher cleaning performance', 'higher cleaning power', 'high cleaning performance requirements', 'high water temperatures', 'high area performance', 'kärcher brush vacuum cleaners', 'high power']","[['Stefan PATZKE', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.karcher_limited.762fe2c6aca48584.html']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']",None,"['$15.27 million USD', 'https://www.dnb.com/business-directory/company-profiles.karcher_limited.762fe2c6aca48584.html']",None,None,None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.karcher_limited.762fe2c6aca48584.html']",0.0,0.25,0.0,0.0,0.0625
Mobile Racing Betting | WA TAB | www.tabtouch.mobi,https://www.tabtouch.com.au/,TABtouch - TAB Racing & Sports betting online. Bet on Australian racing including Ascot & Belmont. Access bet specials available for great value betting.,tabtouch,None,"['contactus@tabtouch.com.au', 'https://www.tabtouch.com.au/signup?Sports=False']","['+61 8 9445 5391', 'https://www.tabtouch.com.au/signup?Sports=False']",None,"[['Tony Favazzo ', 'General Manager_Operations ...'], 'from linkedin search google']","['Finance and insurance, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
NowBookIt,https://nowbookit.com/,Now Book It™ is a platform that enables restaurants to take bookings online  manage tables  sell gift cards and build a customer database.,nowbookit,"['Suite 6/136 Willoughby Rd, Sydney NSW 2065', ['Now Book It, address', 'knowledge_panel']]","['enquiries@nowbookit.com', 'https://nowbookit.com/']","['+61 2 9158 6717', 'https://nowbookit.com/contact/']","['customer data', 'customers', 'new customers', 'existing customers', 'old customers', 'customer books', 'loyal customers', 'customer permission', 'restaurant gift cards', 'booking fees']","[['CRAIG WILLIAM JOEL', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.now_book_it_limited.13aed62b4fe4a32078251601f45a94d8.html']","['IT - Software, Agriculture', 'from_classification_model']",None,"['$659,274 USD', 'https://www.dnb.com/business-directory/company-profiles.now_book_it_limited.13aed62b4fe4a32078251601f45a94d8.html']",None,None,None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.now_book_it_limited.13aed62b4fe4a32078251601f45a94d8.html']",0.0,0.25,0.75,0.0,0.25
UbiPark | One parking solution from start to finish | Download ...,https://ubipark.com/,UbiPark | One parking solution from start to finish | Download today,ubipark,"['Suite  1417 , 1 Queens Road, Melbourne, VIC 3004', 'https://console.ubipark.com/App/Privacy']","['customersupport@ubipark.com', 'https://www.crunchbase.com/organization/ubipark']","['+613 9863 7433', 'https://ubipark.com/privacy-policy/']","['car parking', 'commuter car parking', 'agile parking automated staff parking solution', 'smart parking app ubipark', 'car parking spots', 'parking solutions', 'mobile parking app ubipark', 'car parking sensors', 'car parking information collection', 'train station car parking']","[['Mosstyn Howell', 'CEO'], 'https://au.linkedin.com/in/mosstynhowell']","[['Information TechnologyParkingTransportation'], 'https://www.crunchbase.com/organization/ubipark']","['2013', 'https://www.crunchbase.com/organization/ubipark']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/ubipark']",0.25,0.25,0.375,0.0,0.21875
Day Hospitals Australia | Playing a Major Role in Healthcare ...,https://www.dayhospitalsaustralia.net.au/,Welcome to Day Hospitals Australia which has been supporting and representing stand alone Day Hospitals  within the Australian private ...,dayhospitalsaustralia.net.au,"['297 751  peter.boulos@airliquide.com    Vanessa McRobert  VIC/ TAS 0498', 'https://www.dayhospitalsaustralia.net.au/industry-members/']","['info@curagroup.com.au', 'https://www.crunchbase.com/organization/cura-group']","['+64 9 275 7245', 'https://www.dayhospitalsaustralia.net.au/find-a-member/?cpage=19']","['day hospitals australia ltd. day hospitals australia', 'day hospitals australia members', 'day hospitals australia representatives', 'page day hospitals australia', 'day hospitals australia industry', 'body day hospitals australia', 'day hospitals australia staff', 'day hospitals australia national conference', 'https://www.facebook.com/darwindaysurgery/ day hospitals australia', 'developments day hospitals australia']","[['JANE GRIFFITHS', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.day_hospitals_australia_limited.4c4c6737990db03a0e3f935b0a889e00.html']","[['Health CareHospital'], 'https://www.crunchbase.com/organization/cura-group']","['2008', 'https://www.crunchbase.com/organization/cura-group']","['$472,528 USD', 'https://www.dnb.com/business-directory/company-profiles.day_hospitals_australia_limited.4c4c6737990db03a0e3f935b0a889e00.html']",None,None,None,"['Private', 'https://www.crunchbase.com/organization/cura-group']",0.25,0.25,0.0,0.0,0.125
Johnson Controls,https://www.johnsoncontrols.com/,Johnson Controls focuses on efficiency  controls  and automation to make your world more sustainable. See how we do it!,johnsoncontrols,"['SYDNEY2000New South WalesAustralia', 'https://opencorporates.com/companies/au/160811147']","['ustomercare@jci.com', 'https://www.johnsoncontrols.com/en_in/campaign/reopen-buildings/reoccupy-buildings']","['+6102) 9805 8300', ['Johnson Controls, Inc, phone', 'knowledge_panel']]","['johnson controls johnson controls', 'johnson controls solutions', 'johnson controls core building systems', 'johnson controls des systems', 'johnson controls expert', 'johnson controls experience', 'johnson controls singapore', 'johnson controls openblue', 'johnson controls openblue technology', 'johnson controls india']","[['Frances Cebalo ', 'HR Manager_ NZ_Johnson ...'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']","['17 October 2012', 'https://opencorporates.com/companies/au/160811147']",None,None,"['Australia', 'https://opencorporates.com/companies/au/160811147']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/160811147']",0.0,0.0,0.0,0.0,0.0
Australia Car Hire_ SUV and Truck Rental | Avis Car Rental ...,https://www.avis.com.au/en/home,Rent a car  SUV  4WD  truck  ute or bus with Avis Australia to experience a better class of car rental. Book online now for great prices and service!,avis,"['L 1 197 Coward St Mascot, NEW SOUTH WALES, 2020 Australia', 'https://www.dnb.com/business-directory/company-profiles.avis_management_pty_ltd.4e281116820d989d263341dbe075fc6e.html']","['custserv@avis.com', 'https://www.crunchbase.com/organization/avis-budget-group']","['1800 141 000', 'https://www.avis.com.au/en/loyalty-profile/avis-preferred/forgot-username']","['avis car rental', 'maroochydore avis car rental location', 'brisbane airport car rental', 'east melbourne avis car rental location', 'melbourne airport car rental', 'melton avis car rental location', 'wangara avis car rental location', 'welshpool avis car rental location', 'bayswater avis car rental location', 'fremantle avis car rental location']","[['Tom Mooney', 'Managing_Director'], 'https://www.businessfranchiseaustralia.com.au/latest-news/avis-budget-group-announces-new-managing-director-pacific-region']","[['Property ManagementReal EstateTourismTravel'], 'https://www.crunchbase.com/organization/avis-budget-group']","['1946', 'https://www.crunchbase.com/organization/avis-budget-group']","['$467.84 million USD', 'https://www.dnb.com/business-directory/company-profiles.avis_management_pty_ltd.4e281116820d989d263341dbe075fc6e.html']",None,"['Australia', 'https://opencorporates.com/companies/au/628481701']",None,"['Public', 'https://www.crunchbase.com/organization/avis-budget-group']",0.375,0.25,0.25,0.0,0.21875
Aurecon - An international engineering_ design and advisory ...,https://www.aurecongroup.com/,... Facsimile: +61 3 9975 3444; melbourne@aurecongroup.com · Terms of Use; |; Privacy Policy; |; Cookies Policy. Copyright 2020 Aurecon Group Brand Pty. Ltd ...,aurecongroup,"['L 8 850 Collins St Docklands, VICTORIA, 3008 Australia', 'https://www.dnb.com/business-directory/company-profiles.aurecon_group_pty_ltd.91e2b441d2377279664e7e1624ffdb1f.html']","['macau@aurecongroup.com', 'https://www.aurecongroup.com:443/projects/by-location/yemen']","['+61 3 9975 3000', 'https://www.crunchbase.com/organization/aurecon-engineering']","['aurecon bridge building competition aurecon', 'aurecon australia', 'infrastructure aurecon', 'aurecon helps', 'human centred design aurecon', 'aurecon clients', 'aurecon', 'power aurecon', 'energy aurecon', 'aurecon teams']","[['Angus Leitch', 'Managing_Director'], 'https://www.aurecongroup.com/about/latest-news/2020/august/angus-leitch-aurecon-board']","[['ConstructionIndustrial EngineeringInfrastructure'], 'https://www.crunchbase.com/organization/aurecon-engineering']","['2009', 'https://www.crunchbase.com/organization/aurecon-engineering']","['$694.44 million USD', 'https://www.dnb.com/business-directory/company-profiles.aurecon_group_pty_ltd.91e2b441d2377279664e7e1624ffdb1f.html']",None,"[' Docklands, Victoria, Australia', 'https://www.crunchbase.com/organization/aurecon-engineering']",None,"['Private', 'https://www.crunchbase.com/organization/aurecon-engineering']",0.375,0.25,0.0,0.0,0.15625
NationMaster: Global Industry Market Sizing,https://www.nationmaster.com/,Looking for country statistics? NationMaster gives access to market sizing and trends across 300 industry verticals and a global coverage.,nationmaster,None,"['contact@nationmaster.com', 'https://www.nationmaster.com/terms']",None,"['green peppers production', 'green peppers gross production', 'green peppers net production', 'green peppers', 'green peppers gross production ©', 'green chillies', 'united kingdom green chillies', 'other countries', 'green peppers yield', 'mexico green chillies']","[['Luke Metcalfe', 'CEO'], 'https://www.crunchbase.com/person/luke-metcalfe']","['Finance and insurance, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Investor Relations | Europcar Mobility Group,https://investors.europcar-group.com/,The Investor Relations website contains information about Europcar Mobility Group's business for stockholders  potential investors  and financial analysts.,investors.europcar-group,None,"['investor.relations@europcar.com', 'https://www.crunchbase.com/organization/europcar']",None,None,"[['Caroline Parot', 'CEO'], 'https://europcar-mobility-group.com/group']","[['AutomotiveConsumer'], 'https://www.crunchbase.com/organization/europcar']","['1949', 'https://www.crunchbase.com/organization/europcar']",None,None,None,None,"['Public', 'https://www.crunchbase.com/organization/europcar']",0.0,0.0,0.0,0.0,0.0
Banco Dino: Personas,https://bancodino.com/,,bancodino,None,"['info@finandino.com', 'https://bancodino.com/empresas/tarjeta-de-credito/']",None,"['de cuenta de tu', 'de la constitución de un fondo de autoaseguro', 'de mantenimiento de cuenta', 'de solicitud de tarjeta', 'de control de la ley', 'órgano de control de la', 'el costo de mantenimiento de cuenta', 'de las características de los servicios y', 'de fondos y consulta de saldos', 'de tu caja de ahorro']",None,"['Manufacturing, Transport', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
